File Name,Audit Company,Project Name,Audit Report Link,Code Repository
Hacken-SnapEx,Hacken,SnapEx,https://hacken.io/wp-content/uploads/2022/03/SnapEx_23032022_SCAudit_Report.pdf,https://bscscan.com/address/0x57cd5a91c18d21dedd72d3bcf255b60aef290f53#code
*/*/Trail_of_Bits-TokenCard,Hacken,Diamond Back,https://hacken.io/wp-content/uploads/2022/05/DiamondBack_05042022_SCAudit_Report.pdf,https://github.com/DiamondBackio/DiamondBack-contract/tree/025f40496c88a1c7dda9c3bf294761397c9925d1
Hacken-Pera Finance,Hacken,Pera Finance,https://hacken.io/wp-content/uploads/2022/04/PeraFinance_SCAudit_Report2_05042022.pdf,"[Bases on multiple versions]https://github.com/perafinance/peraplatform/commit/2e02b430c7641121e8
053cf6718087115a5cf9d5;https://github.com/perafinance/pera-staking/commit/952230ed67a040c9b0
f37b20511385fbf61195f5"
*/openzeppelin-PROPS_Rewards_Engine_Contracts,Hacken,Edain Technologies AG,https://hacken.io/wp-content/uploads/2022/03/Edain-Technologies-AG_SCAudit_Report.pdf,https://github.com/EdainAI/edain-smartcontracts/tree/9f0c4a5ffb97f23c7b5462420ad1f663301f69ba
Hacken-ZIXXAR INTERNATIONAL DISTRIBUTION SRL,Hacken,ZIXXAR INTERNATIONAL DISTRIBUTION SRL,https://hacken.io/wp-content/uploads/2022/03/ZIXXAR-INTERNATIONAL-DISTRIBUTION-SRL-16032022_SCAudit_Report.docx.pdf,https://github.com/cryptodata-com/staking-smart-contracts/tree/e6ba771bba2a1e2c438202e246c963da2f3aa00f
*/*/Trail_of_Bits-UniswapV3Core,Hacken,Valhalla,https://hacken.io/wp-content/uploads/2022/03/Valhalla_25032022_SCAudit_Report_3.pdf,"[Bases on multiple versions]https://github.com/ValhallaLand/Solidity/tree/70DE7D9DACCB6D812B2AB96F20FB4AA2605E2601, https://github.com/ValhallaLand/Solidity/tree/9a42f0d87132d1f39005f259b0a8b1ff92f56405, https://github.com/ValhallaLand/Solidity/tree/7AF48F29C39A2B594726989A54478260EF3DA6A1"
Hacken-Kyte.One,Hacken,Kyte.One,https://hacken.io/wp-content/uploads/2022/03/Kyte.One_SCAudit_Report_2.pdf,https://github.com/Kyte-Research/kyte-core-contracts/tree/D5685AD1298CAFE91BED5D96F34496EC93C50B3C
Hacken-Splash,Hacken,Splash,https://hacken.io/wp-content/uploads/2022/03/Splash_11032022SCAudit_Report_2.pdf,https://github.com/NFTCoach/splash-core/tree/b38add0749f450a528197909005f6666cf609960
Hacken-Samurai Legends,Hacken,Samurai Legends,https://hacken.io/wp-content/uploads/2022/03/SamuraiLegends_01032022SCAudit_Report3.pdf,https://github.com/Samurai-Legends/contract_samurai-legends-tokens/tree/aff9f451dffc6854f29375ac21f8cedba8ee1101
Hacken-Travelcare,Hacken,Travelcare,https://hacken.io/wp-content/uploads/2022/02/TravelCare_01032022_SCAudit_Report.pdf,https://bscscan.com/address/0x826e5ec70dbc5607ff9218011fbb97f9a8d97953#code
*/openzeppelin-OpenBazaar’s_Escrow,Hacken,A2DAO,https://hacken.io/wp-content/uploads/2022/03/A2DAO_28022022SCAudit_Report.pdf,https://github.com/ssfanist/vesting/tree/bd6b23f7d4d6052f8eae6c15ec5d9b6ebd82867f
Hacken-MetagamZ,Hacken,MetagamZ,https://hacken.io/wp-content/uploads/2022/03/Metagamz_18022022SCAudit_Report.pdf,https://github.com/avnishmishra04/MetagamZ/tree/bbcc0341d584ddbfe46d0e9e5ae957a100158b6b
Hacken-GOGOcoin,Hacken,GOGOcoin,https://hacken.io/wp-content/uploads/2022/02/GogoProtocol_14022021-SCAudit_Report2.pdf,https://github.com/gogocoin/gogo-contracts/tree/0204c6d60f7aaa5c195573fbd0e8388c9bc4a2ef
Hacken-Oracula,Hacken,Oracula,https://hacken.io/wp-content/uploads/2022/02/Oracula_11022022_SCAudit_Report.docx.pdf,https://bscscan.com/address/0x85f3ec4EC49aB6a5901278176235957ef521970d
Hacken-Galeon,Hacken,Galeon,https://hacken.io/wp-content/uploads/2022/02/Galeon-_11022022_SCA_Report_2.pdf,"[Bases on multiple versions]https://bscscan.com/address/0x20613fD4251a1B81fda2872706a4ffbb4369481E#code, https://bscscan.com/address/0x1d0Ac23F03870f768ca005c84cBb6FB82aa884fD#code"
Hacken-Overnight,Hacken,Overnight,https://hacken.io/wp-content/uploads/2022/02/Overnight_03022022_SCAudit_Report_2.pdf,https://github.com/ovnstable/ovnstable-app/tree/E76B55AF45A5125A99C4D32DA8702123D0662EA7
*/openzeppelin-Polymath,Hacken,PolkaBridge,https://hacken.io/wp-content/uploads/2022/01/PolkaBridge_26012022SCAudit_Report_2.pdf,https://github.com/cyclese96/PolkaBridge-DEX/tree/21b662c48caf08242bfa01621bbbafc957e4ff31
Hacken-Green House,Hacken,Green House,https://hacken.io/wp-content/uploads/2022/01/GreenHouse_21012022SCAudit_Report_2.pdf,https://github.com/ghstaking/GHS/tree/af12003ab8ff8b614e0e49cfd688f7e41df21ed0
*/*/Trail_of_Bits-YieldProtocol,Hacken,Forbitspace,https://hacken.io/wp-content/uploads/2022/01/Forbitspace_04012022SCAudit_Report.pdf,https://github.com/forbitspace/forbitspaceX-bep20/tree/19fc2b037b743e9f795709c72f004efe1109aaaf
Hacken-Torekko,Hacken,Torekko,https://hacken.io/wp-content/uploads/2021/12/Torekko_30122021SCAudit_Report-1.pdf,https://github.com/codeforlife69/TRKContract/tree/4f5cc91756b418cd0eb9eb733ca1c417698fc478
Hacken-CGU,Hacken,CGU,https://hacken.io/wp-content/uploads/2021/12/ChronoTech-CGU_20122021SCAudit_Report.pdf,https://bscscan.com/address/0x747d74db20cc422f39ab54edb2a3ce21f3c98af1#code
Hacken-Kingdom Raids,Hacken,Kingdom Raids,https://hacken.io/wp-content/uploads/2021/12/KingdomRaids_15122021SCAudit_Report_2.pdf,"[Bases on multiple versions]https://github.com/kingdomraids/kr-nft/tree/6dafe413dd90e5b1c1e85a5b8ec6c8fc71fd87af, https://github.com/kingdomraids/kr-token/tree/a2c25ce00ca5a02ae36e1275243e83a661fad6d9, https://github.com/kingdomraids/kr-ido-contract/tree/b8e0b81319209fc0e3144d336d3a9e0bcc808b62"
Hacken-Mafagafo,Hacken,Mafagafo,https://hacken.io/wp-content/uploads/2021/12/Mafagafo_01122021SCAudit_Report.pdf,https://github.com/mafagafogame/mafa-contracts/tree/14914a188ec2f9df7e8da8864c7cbfbec351eb47
Hacken-Crodex,Hacken,Crodex,https://hacken.io/wp-content/uploads/2021/11/Crodex_23112021SCAudit_Report.pdf,https://github.com/crodexapp/contracts/tree/33725cd8d7aa018022a54aaa0e7fa29a89a4c2a4
Hacken-Retreeb,Hacken,Retreeb,https://hacken.io/wp-content/uploads/2021/11/Retreeb_09112021SCAudit_Report_3.pdf,https://github.com/RetreebInc/staking-platform/tree/de6c61f7559d9405ff6a764e8c0becdae8630ff7
Hacken-Chimeras,Hacken,Chimeras,https://hacken.io/wp-content/uploads/2021/10/Chimeras_29102021SCAudit_Report_2.pdf,https://github.com/Red-Pill-Dev/chim-chain/tree/094d95aaed7adc95fafb60ebad6c64c7588f3cd2
Hacken-SpaceDoge,Hacken,SpaceDoge,https://hacken.io/wp-content/uploads/2021/10/SpaceDoge_27102021SCAudit_Report.pdf,https://github.com/SpaceDogeOfficial/SpaceDoge/tree/b4170e5899e917f7ec6efe463e054068369fcdaa
Hacken-Mate,Hacken,Mate,https://hacken.io/wp-content/uploads/2021/10/Mate_20102021SCAudit_Report.pdf,https://github.com/usemate/mate-contracts/tree/8d013762e0373e2bb3d0e0c4fc606b9bd4daacbe
Hacken-Binosaur,Hacken,Binosaur,https://hacken.io/wp-content/uploads/2021/10/XTblock-MasterChef_08102021SCAudit_Report_3.pdf,https://github.com/xtblock/binosaur/tree/427e02b518bac3968c917a733bd5ed3b98679ca1
Hacken-Centrality,Hacken,Centrality,https://hacken.io/wp-content/uploads/2021/10/0710021_Centrality_SC_Audit_Report.pdf,https://github.com/cennznet/bridge-contracts/tree/047cecbfc86f10cdc3310c6ebb399de2e7c737a3
*/*/*/Trail_of_Bits-FraxFinance,Hacken,Talent Protocol,https://hacken.io/wp-content/uploads/2021/12/TalentProtocol_04102021SCAudit_Report.pdf,https://github.com/talentprotocol/contracts/tree/70acb4924503fad6416ffa44b117ab51bef3fd21
Hacken-Nasdex,Hacken,Nasdex,https://hacken.io/wp-content/uploads/2022/02/NasDex_04102021SCAudit_Report_2.pdf,https://github.com/NasDex/NasDex/tree/b575cab1663d4f5689c4650c42abb0d67adf879d
*/openzeppelin-Kin_Token,Hacken,FoilNetwork,https://hacken.io/wp-content/uploads/2021/10/FoilNetwork_03092021SCAudit_Report_4.pdf,https://gitlab.com/FoilNetwork/tge-seed-round-smart-contract/tree/D3522A4628CE735058E57852AB1425600D296FC8
*/openzeppelin-Hubii_Token,Hacken,BetU,https://hacken.io/wp-content/uploads/2021/11/BetU_23082021SCAudit_Report_2.pdf,https://github.com/betuproject/betudev/tree/4427FC70BEFB15483355BFAC35A46BBC4C70A4BA
Hacken-Constellation Network,Hacken,Constellation Network,https://hacken.io/wp-content/uploads/2021/08/09072021_Lattice_SC_Audit_Report-1.pdf,https://etherscan.io/address/0x74299a718b2c44483a27325d7725f0b2646de3b1#code
Hacken-BullRun Finance,Hacken,BullRun Finance,https://hacken.io/wp-content/uploads/2021/06/BullRunFinance_25062021SCAudit_Report_2.pdf,"https://github.com/BullRunFinance/contracts/tree/9d9ced16b56f977c17af
ee231e745c7a9e55c84e"
*/openzeppelin-Decentraland_MANA_Token,Hacken,Mozart Finance,https://hacken.io/wp-content/uploads/2021/06/Mozart-Finance_08062021SCAudit_Report.pdf,[Bases on multiple versions]https://bscscan.com/address/0x2f619a1270226fD8ed3Df82f0C1e0cd90804346d#code;https://bscscan.com/address/0x254c3233c162cde86f1b7a91ac801b780f79d40d#code
Hacken-Etherlite,Hacken,Etherlite,https://hacken.io/wp-content/uploads/2021/06/01062021_Etherlite_ThirdReview_SC_Audit_Report.pdf,https://github.com/etherlite-org/pos-contracts/tree/25a1ed239d4fc1bee2069c1c811f81ec70ef8296/contracts
Hacken-Argon Foundation,Hacken,Argon Foundation,https://hacken.io/wp-content/uploads/2021/05/25052021_Argon_ThirdReview_SC_Audit_Report.pdf,https://github.com/Argon-Foundation/platform-contracts/tree/8996d21499ede3f2eb36320ded9563f5467a0fa6
*/openzeppelin-Basic_Attention_Token,Hacken,Sekuritance,https://hacken.io/wp-content/uploads/2021/06/04052021_Sekuritance_SC_Audit_Report.pdf,https://etherscan.io/address/0x887168120cb89fb06f3e74dc4af20d67df0977f6#code
*/openzeppelin-Moeda_Token,Hacken,StudentCoin,https://hacken.io/wp-content/uploads/2021/04/080421StudentCoin_SC_Audit_Report.pdf,https://github.com/student-coin/stc-erc20-v2/tree/412905FFA414C34B75FA4C52E5993318B2A5F067
Hacken-Seedefi Fund,Hacken,Seedefi Fund,https://hacken.io/wp-content/uploads/2021/03/18032021_Seedify.Fund_SC_Audit_Report-v2.pdf,https://bscscan.com/address/0x477bc8d23c634c154061869478bce96be6045d12#code
*/openzeppelin-Blockchain_Capital_Token,Hacken,1INCH,https://hacken.io/wp-content/uploads/2022/02/04102020_OneInch_SC_Audit_Report.pdf,https://etherscan.io/address/0x111111125434b319222cdbf8c261674adb56f3ae
*/*/*/Trail_of_Bits-FraxQ42021,Hacken,Fidometa-V1,https://hacken.io/wp-content/uploads/2022/05/Fidometa_01.04.2022_SC_Audit_Report-1.pdf,"[Bases on multiple versions]https://github.com/fidometa/Smart_Contract/tree/ad56b0ce678f77d162752dbb5d987d2f4a29fddf, https://github.com/fidometa/Smart_Contract/tree/66f43e8644a20ed2ebbc4db94d6b2dcc797ac1c7, 7bb7d6d237f8a6ff97470a8969f42a9bb78a6db5"
*/openzeppelin-iExec_RLC_Token,Hacken,Fidometa-V2,https://hacken.io/wp-content/uploads/2022/05/Fidometa-01.04.2022-SC_Audit_Report-1.pdf,"[Bases on multiple versions]https://github.com/fidometa/Smart_Contract/tree/ad56b0ce678f77d162752dbb5d987d2f4a29fddf, https://github.com/fidometa/Smart_Contract/tree/66f43e8644a20ed2ebbc4db94d6b2dcc797ac1c7, 7bb7d6d237f8a6ff97470a8969f42a9bb78a6db5, https://github.com/fidometa/Smart_Contract/tree/cfa7cbe26661482efaf0b71e2c86e690ac52244c"
Hacken-RedFox-V4,Hacken,RedFox-V4,https://hacken.io/wp-content/uploads/2021/12/RedFox_08112021SCAudit_Report.pdf,https://github.com/RFL-Valt/eth-bridge-contract/tree/12b635b1a4425ee3cecd642b37423ddfadf8087b
*/openzeppelin-WeTrust_ROSCA_contract_code,Hacken,RedFox-V5,https://hacken.io/wp-content/uploads/2021/12/RedFox_15122021SCAudit_Report_3.pdf,https://github.com/RFL-Valt/eth-bridge-contract/tree/61d530d50229e57f73434eae421abd23cb32685c
*/openzeppelin-SuperDAO_Promissory_Token,Hacken,RedFox-V6,https://hacken.io/wp-content/uploads/2022/06/RedFox_14062022_SCAudit_Report_2.pdf,https://github.com/RFL-NFTPlatform/nft-factory/tree/6a2464ffd5ef95cae612a05c36885b4814fffe34
*/*/*/*/Trail_of_Bits-BalancerCore,Hacken,Bolide-V1,https://hacken.io/wp-content/uploads/2022/06/Bolide-Farming_08062022_SCAudit_Report_3-2.pdf,https://github.com/bolide-fi/contracts/tree/9ca0cf09d7707bcbd942f0000f11059c5fb9c026
*/openzeppelin-Golem_Network_Token,Hacken,Bolide-V2,https://hacken.io/wp-content/uploads/2022/06/Bolide-Strategy_08062022_SCAudit_Report_3-2.pdf,https://github.com/bolide-fi/contracts/tree/9ca0cf09d7707bcbd942f0000f11059c5fb9c026
*/openzeppelin-Arcade_City_token,Hacken,Bolide-V3,https://hacken.io/wp-content/uploads/2022/06/Bolide-TokenVesting_08062022_SCAudit_Report_3-2.pdf,https://github.com/bolide-fi/contracts/tree/9ca0cf09d7707bcbd942f0000f11059c5fb9c026
*/openzeppelin-EtherCamp_Hacker_Gold,Hacken,Powerbomb-V1,https://hacken.io/wp-content/uploads/2022/03/PowerbombFinance_10032022SCAudit_Report_2.pdf,https://github.com/Powerbomb-Finance/powerbomb-lite/tree/DE68879C3326452FA3FB8A87FDAC3E91965F541C
*/consensys-Fei_Labs_Flywheel_v2_xTRIBE_xERC4626,Hacken,TrustSwap-V1,https://hacken.io/wp-content/uploads/2021/04/31032021_TrustSwap_stakingPool_SC_Audit_Second_Review_Report.pdf,"https://testnet.bscscan.com/address/0x0d503db0dca94cec924dd966926ce3a8935a8
e35#code"
Hacken-Hedgey Finance-V1,Hacken,Hedgey Finance-V1,https://hacken.io/wp-content/uploads/2021/12/Hedgey_10122021SCAudit_Report_2.pdf,https://github.com/hedgey-finance/treasury_pools_core/tree/7eb9dc8de364a1ab3b53ba0ad3194f380c03e94b
*/consensys-Gamma,Hacken,Hedgey Finance-V3,https://hacken.io/wp-content/uploads/2022/03/Hedgey_31032022_SCAudit_Report_2.pdf,https://github.com/hedgey-finance/NFT_OTC_Core/tree/b43c40d0a44e72d96a2d68dec1bcab7748571807
Hacken-Meta Soccer-V3,Hacken,Meta Soccer-V3,https://hacken.io/wp-content/uploads/2021/12/ChampionGamesSL_20122021SCAudit_Report_3.pdf,https://github.com/metasoccer/vouchers/tree/92100c41b49caae2eaf541e6154e0728965c8772
*/consensys-Fei_Protocol_v2_Phase_1,Hacken,Deflyball-V2,https://hacken.io/wp-content/uploads/2021/12/DeFlyBall_10122021SCAudit_Report.pdf,https://bscscan.com/address/0x0FE6A599C280853621A11C12e1a68E6949CbD08A#code
*/consensys-pSTAKE_Finance,Hacken,Bitcoin SB-V2,https://hacken.io/wp-content/uploads/2021/10/BitcoinSB-Staking_11102021SCAudit_Report.pdf,[Bases on multiple versions]https://etherscan.io/address/0xfac49aa6f7c7184f43a56034b4ddf5db240306e8#code;https://etherscan.io/address/0x78e3dd527d0f9d2c64e5ac2f7c1ec9384da58803#code;https://etherscan.io/address/0x7e9ff3e4e081f0af9186145de486d113f96977a1#code
*/consensys-Connext_NXTP_Noncustodial_Xchain_Transfer_Protocol,Hacken,Nimbus-V2,https://hacken.io/wp-content/uploads/2021/07/16072021_Nimbus_dApps_Audit_Report.pdf,"[Bases on multiple versions]https://github.com/nimbusplatformorg/nim-smartcontract/tree/7bda71190cca5d139e15b46a33ca041eb060f38d, https://github.com/nimbusplatformorg/nim-smartcontract/tree/12a41a194f39670637d79ef2c5bcc6a70d617781"
Hacken-Kyber Network-V1,Hacken,Kyber Network-V1,https://hacken.io/wp-content/uploads/2021/04/04042021_Kyber_SC_Audit_Report.pdf,https://github.com/KyberNetwork/dao_sc/tree/616906ABEED505F8D29186E147EB6736A914F49A
*/consensys-Idle_Finance,Hacken,SOAR-V1,https://hacken.io/wp-content/uploads/2021/01/SOAR_SC_Audit_Report270121.pdf,https://etherscan.io/address/0xbae5f2d8a1299e5c4963eaff3312399253f27ccb#code
Hacken-WOWSwap-V2,Hacken,WOWSwap-V2,https://hacken.io/wp-content/uploads/2021/02/WOWToken_Secondary_SC_Audit_Report.pdf,"[Bases on multiple versions]https://bscscan.com/address/0x1767102dc35b1593f39564a96aabbbd31fd302c2, https://bscscan.com/address/0x4da996c5fe84755c80e108cf96fe705174c5e36a, https://bscscan.com/address/0x79f8ac4e7b4e83ca1ad4c54dfc5eaec659a1fe56"
*/consensys-PoolTogether_Sushi_and_Yearn_V2_Yield_Sources,QuillAudits,ACYC Token Smart Contracts,https://github.com/Quillhash/QuillAudit_Reports/blob/master/ACYC Token Smart Contracts Audit Report - QuillAudits.pdf,https://etherscan.io/address/0xb56a1f3310578f23120182fb2e58c087efe6e147#code
QuillAudits-AgriUT Smart Contract,QuillAudits,AgriUT Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/AgriUT Smart Contract Audit Report - QuillAudits.pdf,https://github.com/Agreum/AgriUT/blob/main/AgriUTToken.sol
*/*/Trail_of_Bits-dharma-smartwallet,QuillAudits,AIDUS Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/AIDUS Smart Contract Audit Report - QuillAudits.pdf,Aidus: AIDUS Token | Address 0xa957045A12D270e2eE0dcA9A3340c340e05d4670 | Etherscan
QuillAudits-Akt.io Smart Contract,QuillAudits,Akt.io Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Akt.io Smart Contract Audit Report - QuillAudits.pdf,https://ropsten.etherscan.io/address/0x70cbf5e72a85b41808ef20f6eb05a9b8f223f220#code
QuillAudits-Algovest,QuillAudits,Algovest,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Algovest Audit Report.pdf,"https://etherscan.io/
address/0x090e69e7F48AFC059e480F297042DEA396B971e7#code"
QuillAudits-Alium Finance Smart Contract,QuillAudits,Alium Finance Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Alium Finance Smart Contract Audit Report - QuillAudits.pdf,https://github.com/Alium-Finance/alium-farm/tree/e37d6af39af68049c2684085f025385407b4bd55/contracts
*/consensys-Gitcoin_Token_Distribution,QuillAudits,AliumSwap Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/AliumSwap Smart Contract Audit Report - QuillAudits.pdf,https://github.com/Alium-Finance/alium-swap-periphery/tree/6aff4c5ad4695b77358eae0627c98d72621256bc/contracts
*/consensys-Rocketpool,QuillAudits,Amplify Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Amplify Smart Contract Audit Report - QuillAudits.pdf,https://github.com/amplify-labs/contracts/tree/d8af5f11f3b6ab59d09a56ebc229012900dc1cc8
*/consensys-PoolTogether_Pods,QuillAudits,Amplify Smart Contract (vesting),https://github.com/Quillhash/QuillAudit_Reports/blob/master/Amplify Smart Contract Audit Report(vesting) - QuillAudits.pdf,https://github.com/elemongame/contracts/tree/21f17395ec22bd3758433d462f1cd024f95636f2
*/consensys-Umbra_Smart_Contracts,QuillAudits,Amplify voting Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Amplify voting Smart Contract Audit Report - QuillAudits.pdf,https://github.com/amplify-labs/contracts/tree/9dd44ac15cb66685a5beb038065f1673bcd6a8bb
*/*/Trail_of_Bits-golem,QuillAudits,Amplify_Child_Token_Smart_Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Amplify_Child_Token_Smart_Contract_Audit_Report_QuillAudits.pdf,https://github.com/amplify-labs/contracts/tree/31526ea5e5c5a1c308d0065aab1f57ec8d765fc6
QuillAudits-April Smart Contract,QuillAudits,April Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/April Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0xbfea674ce7d16e26e39e3c088810367a708ef94c#code
QuillAudits-AQEX Token Smart Contract,QuillAudits,AQEX Token Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/AQEX Token Smart Contract Audit Report - QuillAudits.pdf,https://github.com/spikeyrock/erc-20-token/tree/3628abfa6ea2636866f7d5ad1f8cc570b0d5bb1b
QuillAudits-ASVA Smart Contract,QuillAudits,ASVA Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/ASVA Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0x83d787203610b0737fec1cbb1aa581014009214d#contracts
QuillAudits-Avatar Art Market Smart Contract,QuillAudits,Avatar Art Market Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Avatar Art Market Smart Contract Audit Report - QuillAudits.pdf,https://github.com/bytenext/contracts/tree/83897b4075720fe76524d3face58cfebd6bfe667/contracts
*/consensys-Definer,QuillAudits,AVX Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/AVX Smart Contract Audit Report - QuillAudits.pdf,https://polygonscan.com/address/0xca919a0981cd207d2b6121e832166cd6fc87b14f#code
*/*/Trail_of_Bits-hermez,QuillAudits,Backed Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Backed Smart Contract Audit Report - QuillAudits.pdf,https://github.com/msxor/backed-token-contracts/tree/de0d6e6e8484f6147322538d0ab2a77091beb7ba/contracts
*/*/Trail_of_Bits-livepeer,QuillAudits,BasketCoin Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BasketCoin Smart Contract Audit Report - QuillAudits.pdf,https://github.com/msxor/backed-token-contracts/tree/de0d6e6e8484f6147322538d0ab2a77091beb7ba/contracts
QuillAudits-BCUBE Smart Contract,QuillAudits,BCUBE Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BCUBE Smart Contract Audit Report - QuillAudits.pdf,https://github.com/b-cube-ai/b-cube-ico/tree/13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts
QuillAudits-biffy_love_audit.pdf,QuillAudits,biffy_love_audit.pdf,https://github.com/Quillhash/QuillAudit_Reports/blob/master/biffy_love_audit.pdf,https://etherscan.io/address/0x98a56c7b03eedb7acc46308611561622e51ec13a#code
*/*/Trail_of_Bits-mc-dai,QuillAudits,Big League Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Big League Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0xea01d8d9eacca9996db6bb3377c1fe64308e7328#code
*/consensys-Growth_Defi_V1,QuillAudits,BigDog Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BigDog Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0x4da2b1fafb2e54a775b624e822504a4b504899f2#code
*/consensys-0x_Exchange_v4,QuillAudits,Binamon Energy Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Binamon Energy Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0xd8813B5Dfa9AbEB693F217Bb905ec99B66FB017C#code
*/consensys-PoolTogether_LootBox_and_MultipleWinners_Strategy,QuillAudits,Binamon Z1 Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Binamon Z1 Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code
QuillAudits-Bitbook Smart Contract V2,QuillAudits,Bitbook Smart Contract V2,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BitBook Smart Contract Audit Report - QuillAudits.pdf,https://testnet.bscscan.com/address/0x8cB3e609Bcff4d777dDA5189E310c9f9e49aB132#code
*/*/*/Trail_of_Bits-Liquity,QuillAudits,Bitbook Staking Smart Contracts  V2,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Bitbook Staking Smart Contracts Audit Report V2- QuillAudits.pdf,https://bscscan.com/address/0x8a5b84c34faa86af794f93c961dfc3ae4b75d633#code
*/consensys-Skale_Network,QuillAudits,BitDiamond Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BitBook Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0x669288ada63ed65eb3770f1c9eeb8956dedaaa47#code
*/*/*/Trail_of_Bits-LiquityProtocolandStabilityPoolFinalReport,QuillAudits,BitSliced Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BitSliced Smart Contract Audit Report - QuillAudits.pdf,https://github.com/Omar-Bitsliced-LLC/SLICED-Smart-Contract/tree/d243190125c15dbe9628a844f764a5d0e484f3a0
QuillAudits-Bollycoin staking Smart Contract,QuillAudits,Bollycoin staking Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Bollycoin staking Smart Contract Audit Report - QuillAudits.pdf,https://rinkeby.etherscan.io/address/0x913131F748441D3a3BcF3A03EDb01CA7a1790B1f#code
QuillAudits-BollyStake Smart Contract (new),QuillAudits,BollyStake Smart Contract (new),https://github.com/Quillhash/QuillAudit_Reports/blob/master/BollyStake Smart Contract Audit Report(new) - QuillAudits.pdf,https://rinkeby.etherscan.io/address/0xFD2522DfE4DeA12909E23d7C46B56502d575d392#code
QuillAudits-Bridge Network Smart Contract,QuillAudits,Bridge Network Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Bridge Network Smart Contract Audit Report - QuillAudits.pdf,https://github.com/bridgeNetwork1/bridgeToken/tree/9636c155e8fcfff5cda8b609a77c7d4527b5b402
QuillAudits-BscDragon Smart Contract,QuillAudits,BscDragon Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BscDragon Smart Contract Audit Report - QuillAudits.pdf,https://github.com/bridgeNetwork1/bridgeToken/tree/9636c155e8fcfff5cda8b609a77c7d4527b5b402
QuillAudits-BsktEthLPPool Smart Contract,QuillAudits,BsktEthLPPool Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/BsktEthLPPool Smart Contract Audit Report - QuillAudits.pdf,https://ropsten.etherscan.io/address/0x66b1179df2a99d0b462e0dc993e1d8309b3023a7#code
QuillAudits-Burst Token Smart Contract,QuillAudits,Burst Token Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Burst Token Smart Contract Audit Report - QuillAudits.pdf,https://github.com/burstmoney/BURST-Token/blob/33b0e2e7ec14828e000ae95e7d4cef77e0796acd/burst.sol
QuillAudits-Buttercup Smart Contract,QuillAudits,Buttercup Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Buttercup Smart Contract Audit Report - QuillAudits.pdf,https://bscscan.com/address/0xaf7b18f1060a8b212c6dc383ed34e24b0981a847#contracts
QuillAudits-Catharsis Smart Contract,QuillAudits,Catharsis Smart Contract,https://github.com/Quillhash/QuillAudit_Reports/blob/master/Catharsis Smart Contract Audit Report - QuillAudits.pdf,https://github.com/CatharsisNetwork/catharsis-vesting/blob/22d1bb2e234b79b10c33a4ec76ce2a98d2825364/contracts/Vesting.sol
